toy,success,message,nit,nfev,chi2,bad_branch_flag_abs_param_gt_5,physical_branch_flag,dthe_b1_A,dthe_b1_B,dpe_b1_A,dpe_b1_B,dthp,dpp_b1_A,dpp_b1_B
593,True,Optimization terminated successfully.,1785,2724,471.1183,0,1,-0.0463,-0.4630,-0.4541,0.0119,1.1779,-1.5324,0.9482
594,True,Optimization terminated successfully.,1849,2861,422.0965,0,1,0.0145,-0.2330,-0.5499,-0.3257,1.0285,-1.2155,1.4746
595,True,Optimization terminated successfully.,1853,2845,422.8289,0,1,0.0130,-0.2908,-0.5534,-0.2927,1.0552,-1.2067,1.4078
596,True,Optimization terminated successfully.,1980,3078,476.4394,0,1,-0.0074,-0.4506,-0.5179,-0.0688,1.0991,-1.3290,1.0579
597,True,Optimization terminated successfully.,1812,2803,445.9495,0,1,-0.1186,-0.6569,-0.3346,0.3313,1.3653,-1.9362,0.4603
598,True,Optimization terminated successfully.,1810,2807,421.7650,0,1,0.1228,-0.2246,-0.7284,-0.4980,0.8097,-0.6158,1.7386
599,True,Optimization terminated successfully.,1868,2918,474.6376,0,1,0.2787,0.1431,-0.9802,-1.1912,0.4325,0.2226,2.7932
600,True,Optimization terminated successfully.,1352,2140,414.2764,0,1,-0.1515,-0.5794,-0.2903,0.2143,1.3636,-2.0812,0.6403
601,True,Optimization terminated successfully.,1836,2857,418.4787,0,1,0.0173,-0.4257,-0.5616,-0.1047,1.0017,-1.1554,1.1138
602,True,Optimization terminated successfully.,2130,3261,474.3603,0,1,-0.1587,-0.6346,-0.2605,0.3440,1.4466,-2.1556,0.4594
603,True,Optimization terminated successfully.,2082,3200,494.8933,0,1,0.1612,-0.1102,-0.7890,-0.7409,0.6920,-0.3831,2.0928
604,True,Optimization terminated successfully.,1654,2545,472.4777,0,1,0.2790,0.0959,-0.9962,-1.1268,0.4058,0.2875,2.7287
605,True,Optimization terminated successfully.,1764,2741,407.1958,0,1,0.3269,0.1026,-1.0472,-1.1755,0.3589,0.4696,2.7646
606,True,Optimization terminated successfully.,1886,2936,435.6496,0,1,-0.1361,-0.6264,-0.2926,0.3673,1.4388,-2.0538,0.3937
607,True,Optimization terminated successfully.,2098,3252,513.2981,0,1,-0.1934,-0.7100,-0.2140,0.4747,1.5240,-2.3527,0.2275
608,True,Optimization terminated successfully.,1586,2472,458.9876,0,1,0.0526,-0.3279,-0.6173,-0.2991,0.9099,-0.9871,1.4042
609,True,Optimization terminated successfully.,1744,2712,392.1615,0,1,-0.0475,-0.4159,-0.4468,-0.0685,1.1889,-1.5512,1.0430
610,True,Optimization terminated successfully.,1803,2837,374.0570,1,0,-1.3912,-2.7445,1.7555,4.6671,4.3426,-8.9626,-6.3293
611,True,Optimization terminated successfully.,1793,2802,406.3781,0,1,0.6447,0.7626,-1.5746,-2.4525,-0.4042,2.2309,4.7643
612,True,Optimization terminated successfully.,1967,2998,352.0661,0,1,-0.1677,-0.7433,-0.2443,0.5326,1.5281,-2.2417,0.0996
613,True,Optimization terminated successfully.,1703,2608,404.8300,0,1,0.0315,-0.2281,-0.5771,-0.4070,1.0020,-1.1240,1.5327
614,True,Optimization terminated successfully.,1533,2421,486.2451,0,1,-0.0734,-0.5086,-0.3881,0.1374,1.2786,-1.7484,0.7132
615,True,Optimization terminated successfully.,1855,2884,455.2528,0,1,-0.1327,-0.5748,-0.3054,0.2911,1.3951,-2.0131,0.5250
616,True,Optimization terminated successfully.,1867,2893,436.5214,0,1,-0.1367,-0.6537,-0.3014,0.3976,1.4087,-2.0252,0.3238
617,True,Optimization terminated successfully.,2184,3372,442.2881,0,1,-0.1127,-0.4339,-0.3475,0.0458,1.3561,-1.9002,0.9105
618,True,Optimization terminated successfully.,1875,2941,439.1457,1,0,0.7578,0.9558,-1.7693,-2.8250,-0.6994,2.8862,5.3382
619,True,Optimization terminated successfully.,1688,2606,460.9074,0,1,0.0604,-0.3298,-0.6278,-0.3012,0.9349,-0.9494,1.4097
620,True,Optimization terminated successfully.,2113,3241,453.6703,0,1,-0.1163,-0.5881,-0.3344,0.2821,1.3537,-1.9509,0.4646
621,True,Optimization terminated successfully.,1806,2809,402.4708,0,1,-0.2391,-0.7679,-0.1457,0.6303,1.6197,-2.5672,-0.0670
622,True,Optimization terminated successfully.,1599,2505,416.2595,0,1,-0.1964,-0.6338,-0.2088,0.3583,1.5151,-2.3499,0.3667
623,True,Optimization terminated successfully.,1899,2945,439.5650,0,1,-0.0259,-0.4438,-0.4830,0.0335,1.1629,-1.4392,0.9322
624,True,Optimization terminated successfully.,1984,3038,385.3199,0,1,-0.1807,-0.6487,-0.2158,0.4766,1.5321,-2.3121,0.2169
625,True,Optimization terminated successfully.,1768,2723,405.5048,0,1,0.0688,-0.2236,-0.6404,-0.4580,0.9233,-0.9151,1.6836
626,True,Optimization terminated successfully.,1937,2999,406.4475,0,1,-0.0558,-0.4491,-0.4397,0.0334,1.2078,-1.5785,0.9181
627,True,Optimization terminated successfully.,1890,2936,458.2486,0,1,0.1515,-0.1416,-0.7701,-0.6961,0.7243,-0.4638,2.0312
628,True,Optimization terminated successfully.,1790,2766,599.2663,0,1,-0.1437,-0.5697,-0.2887,0.2334,1.4176,-2.0825,0.5976
629,True,Optimization terminated successfully.,1825,2834,446.4334,0,1,-0.0729,-0.4835,-0.3926,0.0752,1.2862,-1.7280,0.8633
630,True,Optimization terminated successfully.,1803,2788,439.0734,0,1,0.1667,-0.0368,-0.7913,-0.8439,0.7066,-0.4046,2.2662
631,True,Optimization terminated successfully.,2130,3264,535.2403,0,1,-0.3419,-0.9536,0.0364,1.0099,1.8901,-3.1889,-0.6201
632,True,Optimization terminated successfully.,2037,3153,461.8573,0,1,-0.0485,-0.5043,-0.4470,0.1331,1.2154,-1.5378,0.7302
633,True,Optimization terminated successfully.,1961,3042,498.2845,0,1,-0.0512,-0.4824,-0.4474,0.0744,1.2008,-1.5587,0.8272
634,True,Optimization terminated successfully.,1914,2940,462.6288,0,1,-0.0525,-0.3751,-0.4424,-0.1358,1.1670,-1.5641,1.1625
635,True,Optimization terminated successfully.,1864,2887,446.2703,0,1,-0.0468,-0.4073,-0.4363,-0.0870,1.2181,-1.5875,1.0860
636,True,Optimization terminated successfully.,1754,2696,420.3405,0,1,-0.0454,-0.4899,-0.4468,0.0271,1.1991,-1.5555,0.8780
637,True,Optimization terminated successfully.,1894,2933,446.5217,0,1,0.2710,0.1931,-0.9716,-1.2755,0.4281,0.2090,2.9603
638,True,Optimization terminated successfully.,1625,2535,409.6566,0,1,-0.1652,-0.6626,-0.2533,0.3583,1.4613,-2.2116,0.3900
639,True,Optimization terminated successfully.,1642,2543,434.0027,0,1,-0.0789,-0.5398,-0.3832,0.1582,1.2909,-1.7848,0.6668
640,True,Optimization terminated successfully.,1651,2588,375.8769,0,1,0.1945,-0.0382,-0.8486,-0.8807,0.6119,-0.2147,2.2976
641,True,Optimization terminated successfully.,2091,3228,452.0577,0,1,-0.4153,-1.0438,0.1477,1.2142,2.0359,-3.5435,-0.9471
642,True,Optimization terminated successfully.,1754,2672,492.9602,0,1,0.0171,-0.4133,-0.5470,-0.1463,1.0490,-1.2181,1.1279
643,True,Optimization terminated successfully.,1764,2740,476.3733,0,1,-0.0595,-0.5213,-0.4226,0.0434,1.2088,-1.6473,0.8630
644,True,Optimization terminated successfully.,2018,3119,377.7803,0,1,-0.1694,-0.7218,-0.2393,0.5009,1.5015,-2.2424,0.1312
645,True,Optimization terminated successfully.,1736,2710,436.3220,0,1,-0.1743,-0.7278,-0.2384,0.5373,1.5087,-2.2610,0.1262
646,True,Optimization terminated successfully.,2102,3230,453.1433,0,1,-0.1455,-0.6549,-0.2857,0.3802,1.4402,-2.1031,0.3485
647,True,Optimization terminated successfully.,1765,2738,396.1449,0,1,0.1396,-0.0642,-0.7630,-0.8467,0.7275,-0.5052,2.2906
648,True,Optimization terminated successfully.,1813,2798,375.8374,1,0,-0.8096,-1.8028,0.7996,2.7561,2.9931,-5.7412,-3.3412
649,True,Optimization terminated successfully.,1986,3075,460.1427,0,1,-0.1380,-0.5904,-0.2927,0.2613,1.4394,-2.0655,0.5182
650,True,Optimization terminated successfully.,1591,2488,402.6070,0,1,-0.0447,-0.4569,-0.4525,-0.0222,1.1693,-1.5345,0.9589
651,True,Optimization terminated successfully.,1717,2664,406.7416,0,1,-0.1547,-0.5982,-0.2705,0.3153,1.4347,-2.1452,0.4974
652,True,Optimization terminated successfully.,1694,2618,416.9803,0,1,0.0119,-0.3012,-0.5333,-0.2776,1.0657,-1.2682,1.4024
653,True,Optimization terminated successfully.,1666,2575,478.6015,0,1,-0.0233,-0.4734,-0.4974,0.0495,1.1175,-1.4047,0.8672
654,True,Optimization terminated successfully.,2164,3336,422.8005,0,1,-0.1277,-0.5709,-0.3113,0.2727,1.3826,-2.0049,0.4936
655,True,Optimization terminated successfully.,1956,3012,395.7871,0,1,-0.0962,-0.4969,-0.3685,0.0921,1.3156,-1.8299,0.7607
656,True,Optimization terminated successfully.,1883,2923,431.6357,0,1,-0.0724,-0.4654,-0.4090,0.0099,1.2221,-1.6860,0.9280
657,True,Optimization terminated successfully.,1741,2706,430.5072,0,1,-0.2131,-0.6597,-0.1759,0.4215,1.5686,-2.4600,0.3037
658,True,Optimization terminated successfully.,1730,2682,449.7235,0,1,-0.1224,-0.6003,-0.3121,0.2864,1.4024,-2.0004,0.4966
659,True,Optimization terminated successfully.,1674,2605,454.3490,0,1,0.0591,-0.2292,-0.6108,-0.4449,0.9711,-1.0058,1.6585
660,True,Optimization terminated successfully.,1990,3054,427.1514,0,1,-0.0771,-0.4607,-0.4135,0.0220,1.2019,-1.6595,0.9130
661,True,Optimization terminated successfully.,1902,2980,436.9604,0,1,-0.1451,-0.6060,-0.2938,0.2938,1.3928,-2.0694,0.4871
662,True,Optimization terminated successfully.,1934,2944,391.9476,0,1,0.0462,-0.2557,-0.5947,-0.3543,0.9758,-1.0516,1.5255
663,True,Optimization terminated successfully.,1844,2876,395.1080,0,1,0.0659,-0.2845,-0.6206,-0.3757,0.9626,-0.9723,1.5857
664,True,Optimization terminated successfully.,2062,3178,474.8166,0,1,0.4270,0.3857,-1.2076,-1.7006,0.0977,1.0143,3.5824
665,True,Optimization terminated successfully.,1600,2509,425.3953,0,1,-0.0574,-0.4902,-0.4407,-0.0032,1.1913,-1.5788,0.8855
666,True,Optimization terminated successfully.,1827,2822,463.1801,0,1,-0.1633,-0.6017,-0.2489,0.3827,1.4906,-2.2158,0.3877
667,True,Optimization terminated successfully.,1806,2796,367.4347,0,1,-0.1394,-0.5572,-0.3030,0.2205,1.3836,-2.0584,0.6473
668,True,Optimization terminated successfully.,1959,3021,395.1740,0,1,-0.0780,-0.4704,-0.4003,0.0563,1.2300,-1.7027,0.8421
669,True,Optimization terminated successfully.,1854,2900,450.4786,0,1,-0.0283,-0.4185,-0.4786,-0.0177,1.1699,-1.4544,1.0099
670,True,Optimization terminated successfully.,1834,2867,386.6904,0,1,-0.2467,-0.8568,-0.1101,0.8493,1.6916,-2.6910,-0.3468
671,True,Optimization terminated successfully.,1562,2455,431.3405,0,1,-0.0972,-0.4982,-0.3633,0.1192,1.3273,-1.8462,0.7900
672,True,Optimization terminated successfully.,1765,2729,440.8233,0,1,0.0004,-0.4597,-0.5087,0.0083,1.1458,-1.3489,0.8924
673,True,Optimization terminated successfully.,1866,2899,506.9128,0,1,-0.1069,-0.6121,-0.3375,0.3149,1.3397,-1.9170,0.4611
674,True,Optimization terminated successfully.,1828,2810,353.7640,0,1,-0.1070,-0.5049,-0.3485,0.1399,1.3337,-1.8895,0.7598
675,True,Optimization terminated successfully.,1977,3050,424.6823,0,1,-0.2023,-0.8522,-0.1816,0.7548,1.6059,-2.4265,-0.2728
676,True,Optimization terminated successfully.,1791,2794,469.8642,0,1,-0.0465,-0.4165,-0.4456,-0.0318,1.1633,-1.5526,1.0160
677,True,Optimization terminated successfully.,1838,2824,440.2165,0,1,-0.0033,-0.3464,-0.5216,-0.1663,1.0805,-1.3034,1.1820
678,True,Optimization terminated successfully.,1910,2964,424.5169,0,1,-0.0354,-0.3853,-0.4582,-0.0830,1.1810,-1.4904,1.1226
679,True,Optimization terminated successfully.,1698,2635,472.2136,0,1,0.0097,-0.3820,-0.5342,-0.1258,1.0604,-1.2572,1.1696
680,True,Optimization terminated successfully.,2079,3216,426.3912,0,1,-0.3113,-0.9199,-0.0110,0.9072,1.7716,-3.0157,-0.4846
681,True,Optimization terminated successfully.,1860,2877,462.3961,0,1,-0.0670,-0.5095,-0.4155,0.0824,1.2289,-1.6807,0.7985
682,True,Optimization terminated successfully.,2000,3074,494.8546,0,1,-0.1610,-0.6906,-0.2604,0.4652,1.4837,-2.1778,0.1654
683,True,Optimization terminated successfully.,1691,2615,480.3892,0,1,0.0289,-0.3320,-0.5734,-0.2659,0.9743,-1.1369,1.3646
684,True,Optimization terminated successfully.,1753,2702,395.6371,0,1,0.2065,0.0646,-0.8727,-1.0517,0.5521,-0.1265,2.6037
685,True,Optimization terminated successfully.,1982,3043,367.3111,0,1,-0.0826,-0.4539,-0.3900,0.0337,1.2687,-1.7564,0.8497
686,True,Optimization terminated successfully.,1630,2539,457.9429,0,1,-0.3230,-0.9170,-0.0085,0.9367,1.8030,-3.0266,-0.5582
687,True,Optimization terminated successfully.,1709,2668,373.1125,0,1,0.0376,-0.3195,-0.5900,-0.2769,0.9973,-1.0755,1.3953
688,True,Optimization terminated successfully.,2080,3228,411.2524,0,1,0.1853,-0.1069,-0.8129,-0.7000,0.6598,-0.3063,2.0427
689,True,Optimization terminated successfully.,1851,2891,462.6950,0,1,-0.0962,-0.5656,-0.3646,0.2361,1.3235,-1.8178,0.5761
690,True,Optimization terminated successfully.,1930,2976,427.4264,0,1,-0.1605,-0.4776,-0.2598,0.1914,1.4583,-2.1915,0.7289
691,True,Optimization terminated successfully.,1719,2685,466.7520,0,1,0.0230,-0.2812,-0.5589,-0.2813,1.0347,-1.1854,1.4141
692,True,Optimization terminated successfully.,1887,2874,449.5199,0,1,-0.0794,-0.5337,-0.3927,0.2060,1.3133,-1.7439,0.6509
693,True,Optimization terminated successfully.,1736,2674,496.4368,0,1,-0.1722,-0.6321,-0.2411,0.3727,1.4910,-2.2491,0.3887
694,True,Optimization terminated successfully.,1825,2840,438.5773,0,1,-0.2881,-0.8399,-0.0634,0.7931,1.7496,-2.8251,-0.2517
695,True,Optimization terminated successfully.,1673,2597,478.5024,0,1,0.0431,-0.3543,-0.5836,-0.1943,1.0275,-1.0925,1.2448
696,True,Optimization terminated successfully.,1822,2832,494.6735,0,1,0.0152,-0.2433,-0.5648,-0.4269,1.0261,-1.1816,1.5782
697,True,Optimization terminated successfully.,1933,3014,434.0478,0,1,0.1937,0.0236,-0.8489,-0.9585,0.5843,-0.2179,2.4174
698,True,Optimization terminated successfully.,1784,2786,424.0498,1,0,-1.4170,-2.8218,1.7893,4.8048,4.3915,-9.0721,-6.5447
699,True,Optimization terminated successfully.,1910,2958,474.1320,0,1,-0.0890,-0.5165,-0.3747,0.1189,1.3159,-1.7831,0.7430
700,True,Optimization terminated successfully.,1815,2844,412.7360,0,1,0.1621,-0.1560,-0.7947,-0.6818,0.6835,-0.4021,2.0208
701,True,Optimization terminated successfully.,1717,2665,414.2147,0,1,0.1806,0.0019,-0.8032,-0.9042,0.6982,-0.3544,2.3492
702,True,Optimization terminated successfully.,1722,2647,425.3578,0,1,0.0212,-0.2547,-0.5573,-0.3417,1.0214,-1.1824,1.4738
703,True,Optimization terminated successfully.,1741,2738,511.4936,0,1,0.0908,-0.3488,-0.6739,-0.3086,0.8651,-0.7924,1.3966
704,True,Optimization terminated successfully.,1780,2790,398.1507,0,1,-0.2649,-0.8423,-0.0876,0.7367,1.6975,-2.7675,-0.2625
705,True,Optimization terminated successfully.,1689,2619,463.1962,0,1,-0.0370,-0.4427,-0.4677,-0.0266,1.1658,-1.4780,0.9878
706,True,Optimization terminated successfully.,1613,2517,382.3214,0,1,-0.0501,-0.4849,-0.4426,0.0041,1.1774,-1.5690,0.9196
707,True,Optimization terminated successfully.,1984,3052,408.8855,0,1,0.0797,-0.1970,-0.6529,-0.5189,0.8834,-0.8519,1.7628
708,True,Optimization terminated successfully.,1917,2975,507.8549,0,1,-0.1646,-0.6242,-0.2635,0.4003,1.4434,-2.1843,0.3314
709,True,Optimization terminated successfully.,1627,2508,407.2994,0,1,-0.1272,-0.5745,-0.3114,0.2618,1.3776,-2.0123,0.5738
710,True,Optimization terminated successfully.,1838,2822,344.2394,0,1,-0.1534,-0.6372,-0.2738,0.3773,1.4603,-2.1333,0.3738
711,True,Optimization terminated successfully.,1816,2804,425.3375,0,1,-0.0489,-0.3928,-0.4355,-0.0979,1.2150,-1.5850,1.0857
712,True,Optimization terminated successfully.,1743,2719,527.7037,0,1,-0.1014,-0.5245,-0.3656,0.1483,1.2974,-1.8409,0.7180
713,True,Optimization terminated successfully.,1587,2462,382.8276,0,1,-0.2907,-0.8213,-0.0422,0.7461,1.7714,-2.9046,-0.2026
714,True,Optimization terminated successfully.,1647,2546,390.9404,0,1,-0.0629,-0.4276,-0.4181,0.0179,1.2593,-1.6507,0.9167
715,True,Optimization terminated successfully.,1653,2581,392.7785,0,1,-0.1106,-0.5541,-0.3439,0.2232,1.3321,-1.9021,0.5654
716,True,Optimization terminated successfully.,1796,2782,420.6146,0,1,-0.1675,-0.7434,-0.2580,0.5418,1.4682,-2.2090,0.1268
717,True,Optimization terminated successfully.,1918,2944,435.6692,0,1,-0.1934,-0.6317,-0.2037,0.3939,1.5419,-2.3526,0.3004
718,True,Optimization terminated successfully.,1967,3027,441.1433,0,1,-0.0692,-0.4460,-0.4223,0.0096,1.2210,-1.6269,0.9598
719,True,Optimization terminated successfully.,1791,2766,410.8541,1,0,-0.7491,-1.7367,0.7038,2.5494,2.8140,-5.4336,-3.0033
720,True,Optimization terminated successfully.,2134,3298,455.4879,0,1,-0.1304,-0.6078,-0.3149,0.3200,1.4027,-2.0193,0.4218
721,True,Optimization terminated successfully.,1546,2399,416.7017,0,1,-0.1180,-0.5718,-0.3345,0.2511,1.3455,-1.9518,0.6129
722,True,Optimization terminated successfully.,1909,2957,430.4702,0,1,0.2459,-0.0053,-0.9261,-0.9548,0.5168,0.0475,2.3778
723,True,Optimization terminated successfully.,1840,2852,382.9883,0,1,0.1581,-0.1105,-0.7823,-0.7080,0.6969,-0.4265,2.0550
724,True,Optimization terminated successfully.,1745,2667,474.7043,0,1,-0.2444,-0.8027,-0.1239,0.6640,1.6728,-2.6412,-0.1221
725,True,Optimization terminated successfully.,1779,2749,459.9053,0,1,-0.0940,-0.5071,-0.3719,0.1440,1.3178,-1.7975,0.7296
726,True,Optimization terminated successfully.,2111,3285,449.9153,0,1,-0.0316,-0.3936,-0.4648,-0.0528,1.2219,-1.4932,1.0424
727,True,Optimization terminated successfully.,1893,2900,426.0484,0,1,-0.1754,-0.7427,-0.2401,0.5778,1.4965,-2.2522,0.0450
728,True,Optimization terminated successfully.,1670,2590,490.2899,0,1,-0.0370,-0.4845,-0.4645,0.0455,1.1613,-1.4980,0.8462
729,True,Optimization terminated successfully.,1609,2530,464.2838,0,1,0.0216,-0.3404,-0.5551,-0.2150,1.0954,-1.2020,1.3006
730,True,Optimization terminated successfully.,2004,3089,477.0316,0,1,-0.0078,-0.4733,-0.5077,0.0059,1.1276,-1.3478,0.9459
731,True,Optimization terminated successfully.,2044,3183,393.8772,0,1,-0.1797,-0.6900,-0.2231,0.4604,1.5171,-2.2987,0.2087
732,True,Optimization terminated successfully.,1816,2823,450.8172,1,0,0.8858,1.1683,-1.9698,-3.2502,-0.9637,3.5656,6.0237
733,True,Optimization terminated successfully.,1786,2762,471.9307,0,1,-0.1116,-0.5078,-0.3431,0.1359,1.3247,-1.8756,0.7428
734,True,Optimization terminated successfully.,1770,2740,416.7841,0,1,-0.0515,-0.4950,-0.4356,0.0057,1.1953,-1.5884,0.9022
735,True,Optimization terminated successfully.,2168,3356,532.9640,0,1,-0.3266,-0.8838,-0.0005,0.9284,1.8278,-3.0708,-0.4634
736,True,Optimization terminated successfully.,2047,3179,474.7093,0,1,0.0261,-0.3481,-0.5694,-0.2087,1.0091,-1.1440,1.2796
737,True,Optimization terminated successfully.,1790,2775,492.3067,0,1,-0.0009,-0.3748,-0.5181,-0.1862,1.0902,-1.3226,1.2206
738,True,Optimization terminated successfully.,2156,3304,511.2469,0,1,-0.0100,-0.3851,-0.4974,-0.1400,1.1141,-1.3750,1.1534
739,True,Optimization terminated successfully.,1567,2445,383.8788,0,1,0.0518,-0.2146,-0.6129,-0.4504,0.9371,-1.0064,1.6693
740,True,Optimization terminated successfully.,1838,2842,360.3391,0,1,-0.0956,-0.4577,-0.3664,0.0143,1.2989,-1.8208,0.8994
741,True,Optimization terminated successfully.,1874,2880,477.9887,0,1,0.1773,-0.0969,-0.8082,-0.7397,0.6684,-0.3429,2.0714
742,True,Optimization terminated successfully.,2043,3146,512.7145,0,1,0.0583,-0.3311,-0.6177,-0.2623,0.9762,-0.9864,1.3401
743,True,Optimization terminated successfully.,2018,3122,457.9279,0,1,-0.4449,-1.1359,0.2045,1.3975,2.1540,-3.7445,-1.2251
744,True,Optimization terminated successfully.,1846,2843,430.1195,0,1,-0.0793,-0.5175,-0.3818,0.1374,1.3025,-1.7637,0.7111
745,True,Optimization terminated successfully.,1950,3012,365.3425,0,1,-0.1173,-0.5751,-0.3244,0.2382,1.3904,-1.9653,0.6151
746,True,Optimization terminated successfully.,1727,2667,454.5382,0,1,-0.1701,-0.6649,-0.2582,0.4520,1.4525,-2.2003,0.2629
747,True,Optimization terminated successfully.,1936,3019,424.6388,0,1,-0.0764,-0.4939,-0.3933,0.0596,1.2598,-1.7194,0.8216
748,True,Optimization terminated successfully.,1867,2905,427.9738,0,1,-0.1024,-0.4913,-0.3596,0.1462,1.3062,-1.8378,0.7248
749,True,Optimization terminated successfully.,1799,2781,505.1629,0,1,-0.0983,-0.5559,-0.3500,0.2261,1.3284,-1.8680,0.5675
750,True,Optimization terminated successfully.,2029,3151,488.7543,0,1,0.0066,-0.4539,-0.5413,-0.0712,1.0575,-1.2508,0.9796
751,True,Optimization terminated successfully.,1414,2191,436.1000,0,1,-0.1512,-0.5833,-0.2737,0.2457,1.4074,-2.1400,0.5675
752,True,Optimization terminated successfully.,1778,2756,462.9710,0,1,0.0598,-0.2323,-0.6232,-0.4014,0.9337,-0.9651,1.5209
753,True,Optimization terminated successfully.,2056,3178,376.3040,0,1,0.1321,-0.1616,-0.7380,-0.6015,0.7659,-0.5761,1.8423
754,True,Optimization terminated successfully.,1815,2796,414.6708,0,1,-0.0116,-0.4386,-0.4862,-0.0308,1.1680,-1.4075,1.0058
755,True,Optimization terminated successfully.,1953,3044,518.2532,0,1,-0.1524,-0.6456,-0.2788,0.4121,1.4679,-2.1313,0.2964
756,True,Optimization terminated successfully.,1630,2514,424.5805,0,1,0.0023,-0.3839,-0.5396,-0.1302,1.0485,-1.2396,1.1091
757,True,Optimization terminated successfully.,1889,2926,377.4507,0,1,-0.1861,-0.7125,-0.2153,0.5255,1.5136,-2.3472,0.1645
758,True,Optimization terminated successfully.,1936,2966,419.9808,0,1,-0.0409,-0.4337,-0.4658,-0.0592,1.1632,-1.4933,1.0318
